OID_,ENTITY_ID,CLASS_CODE,SMRS,COUNTY,TOWNLAND,COUNTY_ID,ZONE_ID,ITM_E,ITM_N,LATITUDE,LONGITUDE,MONUMENT_T,FIRST_EDIT,LATEST_EDI,WEBSITE_LI,WEB_NOTES
913,DG02697,HOWE,DG107-057----,DONEGAL,SMINVER (Carrickboy ED),7,R175873,588014.000000000000000,860977.000000000000000,54.497091359999999,-8.185025251000001,Ritual site - holy well, ,'Tobershannan', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG107-057----,"No trace of this 'Tobershannon' now survives. It was situated in wet boggy land S of the Erne.  Recorded in 1936 as 'Tobar a' Seanaigh at Sminver, parish of Inish mac Saint. No stations at present' (Ó Muirgheasa 1936, 144).  In 2004 excavations were car"
914,DU02012,HOWE,DU024-012001-,DUBLIN,CROOKSLING,9,R149299,703665.000000000000000,723853.000000000000000,53.254898122999997,-6.446426971000000,Ritual site - holy well, ,'Toberagh (site of)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU024-012001-,"Situated to the E of a river valley and the N81. A holy well named on OS 1843 ed. as 'Toberagh'. The former site of this well is along the entranceway to an Eastern Health Board Nursing Home. Ua Broin (1957, 45) suggested there may have been a number of"
915,LI00242,HOWE,LI007-001----,LIMERICK,ASHROE,17,R124650,572335.000000000000000,659422.000000000000000,52.685241179000002,-8.409172141999999,Ritual site - holy well,'Holy Well','Holy Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI007-001----,"Ó Danachair (1955, 213) recorded the following details about this doubtful holy well; ‘""Holy Well on 1840 map. Not known in the locality as a holy well. The entry in OSNB reads: ""Hollywell? inhabitants. Holy? Is a spring well about 3 feet in diameter"
916,DG02725,HOWE,DG107-081----,DONEGAL,LEGALOSCRAN,7,R170228,587721.000000000000000,859408.000000000000000,54.482986646000001,-8.189482999000001,Ritual site - holy well,Not indicated,'Tobernacreeva', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG107-081----,'Tobernacreeva' are two natural springs enclosed by semicircular stone foundations.  The above description was derived from the 'Archaeological Survey of County Donegal. A description of the field antiquities of the County from the Mesolithic Period to t
917,DG02726,HOWE,DG107-082----,DONEGAL,BALLYMUNTERHIGGIN,7,R170225,587754.000000000000000,859350.000000000000000,54.482466303000002,-8.188971361000000,Ritual site - holy well,Not indicated,'Toberpatrick', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG107-082----,Tober Patrick is now almost destroyed and obscured. (Ó Muirgheasa No. 4)    The above description was derived from the 'Archaeological Survey of County Donegal. A description of the field antiquities of the County from the Mesolithic Period to the 17th
918,DG02751,HOWE,DG107-107----,DONEGAL,COOLCHOLLY,7,R175883,587672.000000000000000,862021.000000000000000,54.506463650000001,-8.190348188000000,Ritual site - holy well,'Tobernasassonagh','Tobernasassonagh', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG107-107----,"Holy Well recorded in 1936 as 'There is a Holy Well at Toigh Tunnaigh, about half a mile from the "" Rock Chapel,"" Ballyshannon. Turus still made, but on no particular day. Rags on the bushes around' (Ó Muirgheasa 1936, 144).  Compiled by Caimin O'Brien"
919,DG02761,HOWE,DG108-002----,DONEGAL,CLOGHORE (Carrickboy ED),7,R170235,593511.000000000000000,859711.000000000000000,54.485816184000001,-8.100141668999999,Ritual site - holy well,Not indicated,'Tetunny Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG108-002----,"Described in 1946 as 'This is a hollow in a shelf of rock, filled by a small spring. It is on the south bank of the river, in the gorge above Cliff House, and close to Tetunny Graveyard (DG107-073001-). It is seldom visited now, but on the occasion of ou"
920,DG02773,HOWE,DG110-005002-,DONEGAL,DUNMUCKRUM,7,R170196,586242.000000000000000,858230.000000000000000,54.472364200000001,-8.212251169000000,Ritual site - holy well,Indicated,'Toberpatrick', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG110-005002-,Tobar Patrick is a stone-built well among thorn trees.  The above description was derived from the 'Archaeological Survey of County Donegal. A description of the field antiquities of the County from the Mesolithic Period to the 17th century.' Compiled by
921,GA01053,HOWE,GA025-011----,GALWAY,MUINTIR EOGHAIN THOIR,11,R149949,490322.000000000000000,758132.000000000000000,53.561622016999998,-9.655562993000000,Ritual site - holy well, ,'Tobernashaght-ninneen', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA025-011----,"On SW side of Gleann an Mháma overlooking Joyce's River on the valley floor. This spring well, correctly Tobar na Seacht nlníon, consists of a small wet hollow at the foot of a rock scarp. It appears to have been originally covered by a lintel (now dis"
922,GA01047,HOWE,GA025-003001-,GALWAY,AN CAMANACH,11,R151282,496684.000000000000000,757261.000000000000000,53.555087931999999,-9.559282617999999,Ritual site - holy well, ,'Toberfeheen', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA025-003001-,"Some 30m NW of a CBG (GA025-003002-). This well, correctly Tobar Fechín, consists of a natural spring, adjoined on E by a low wedge-shaped drystone platform or leacht (L 1.3m, Wth c. 1m) with four large rounded river pebbles on top of it. Within the wel"
923,DU02115,HOWE,DU025-018----,DUBLIN,GLASSAMUCKY BRAKES,9,R149220,710153.000000000000000,721649.000000000000000,53.233792489999999,-6.349999549000000,Ritual site - holy well,'St Ann's Well','St Ann's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU025-018----,"Holy Well originally dedicated to St Santán of Kilmasantan (DU025-033----) located 175m to the SW.  Situated on a W facing slope above the reservoir at Glenasmole and N of St. Anne's Church (DU025-033001-). A well marked by an ash tree (Dims. L 1.22m, W"
924,DG02870,HOWE,DG004-055003-,DONEGAL,DRUMAVILLE (Culdaff ED),7,R177506,647315.000000000000000,948662.000000000000000,55.282777250999999,-7.255247990000000,Ritual site - holy well,Indicated,'Holy Wells (Chalybeate)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG004-055003-,Three fresh-water springs (DG004-055001/001-) defined by circles of stones on the muddy foreshore. Described by Ó Muirgheasa in 1936 as 'Cathal Dubh's three boiling wells at Strabreagy are three little bubbling springs on the Black Rock in Drumaville to
925,DG02869,HOWE,DG004-055002-,DONEGAL,DRUMAVILLE (Culdaff ED),7,R177506,647318.000000000000000,948651.000000000000000,55.282678146999999,-7.255202623000000,Ritual site - holy well,Indicated,'Holy Wells (Chalybeate)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG004-055002-,Three fresh-water springs (DG004-055001/003-) defined by circles of stones on the muddy foreshore. Described by Ó Muirgheasa in 1936 as 'Cathal Dubh's three boiling wells at Strabreagy are three little bubbling springs on the Black Rock in Drumaville to
926,DU01885,HOWE,DU023-009----,DUBLIN,"NEWTOWN, BLACKROCK",9,R149438,722130.000000000000000,729211.000000000000000,53.299100181000000,-6.167787130000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU023-009----,Situated in a N facing cliff edge overlooking a grassy field adjacent to the coastline and the railway line. A holy well consisting of a brick built vault partially covering a chamber which leads into a lintelled recess. This originally lead into a furth
927,DU02224,HOWE,DU026-004003-,DUBLIN,KILGOBBIN,9,R149302,720065.000000000000000,723846.000000000000000,53.251380277000003,-6.200775065000000,Ritual site - holy well, ,'St. James' Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU026-004003-,"This site is located in a flat area, which has been heavily landscape due to its location within Stepaside Golf Course. This is a natural spring well, dried up which marked by a setting and granite boulders. It lies in the middle of an old laneway define"
928,DU03727,HOWE,DU026-101----,DUBLIN,OLDCONNAUGHT,9, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU026-101----,"In 1837 the Ordnance Survey Letters mention a well in the S side of the townland of Oldconnaught known as St Charles well (O'Flanagan 1927, 37 (66). This holy well has not been precisely located.Compiled by: Geraldine Stout and Padraig Clancy. Revised up"
929,DU03600,HOWE,DU022-104----,DUBLIN,TERENURE,9, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU022-104----,"There was a well dedicated to St. Brigid at the corner of Terenure Park. St. Brigid's Terrace close by, commemorates the name. This well was the main water supply until fountains were placed on the streets (Mac Giolla Phadraig 1954, 29)."
930,DG03003,HOWE,DG041-002001-,DONEGAL,RANN NA FEIRSTE,7,R176788,580048.000000000000000,921687.000000000000000,55.042299108999998,-8.312163743999999,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG041-002001-,Two wells in this vicinity were formerly considered 'holy'. They are located close to the shore in poor pasture with extensive rock outcrop.    The above description was derived from the 'Archaeological Survey of County Donegal. A description of the fiel
931,MA00971,HOWE,MA022-017002-,MAYO,TOWNPLOTS WEST,20,R157248,520468.000000000000000,829940.000000000000000,54.212184329000003,-9.219282063000000,Ritual site - holy well,Tobernakill,'Tobernakill', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA022-017002-,"Located on the SE side of Killala town. Named 'Tobernakill' on the 1838 and the 1929 OS 6-inch map, this well underlies the present-day roadside pavement, and is no longer visible. In 2013 the well was temporarily uncovered when a section of pavement was"
932,GA02033,HOWE,GA045-010001-,GALWAY,CASTLEBELLEW,11,R153477,562547.000000000000000,746457.000000000000000,53.466828798000002,-8.564063327000000,Ritual site - holy well,'Cloonoran Well','Cloonoran Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA045-010001-,"Some 150m N of Castle Bellew (GA045-009001-). A dried-up holy well, the site of which is marked by a pile of rubble and a group of trees. According to Claffey (1983, 149), 'The tree to the north-east of the group is reputed to have curative water that lo"
933,DU00811,HOWE,DU015-080----,DUBLIN,KILBARRACK UPPER,9,R149716,722007.000000000000000,739601.000000000000000,53.392454891000000,-6.165628688000000,Ritual site - holy well, ,'St. Donaghy's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU015-080----,On the south bank of river which has been deepened and a linear park developed either side of it. There is no trace of the well or any local tradition except for the name on the road 'St Donaghy's road'. It was formerly visible as a pool marked by an ash
934,DU00857,HOWE,DU017-011----,DUBLIN,DISWELLSTOWN,9,R149638,707962.000000000000000,736418.000000000000000,53.366918036999998,-6.377783211000000,Ritual site - holy well, ,'Rag Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU017-011----,"Situated at the side of the road, beside a cul-de-sac. The well is covered over but the site of the holy well is indicated by a wall tablet which identifies it as the 'Ragwell'. It was formerly visited on May Eve. There is a tradition that the water cure"
935,DU00868,HOWE,DU017-017----,DUBLIN,LARAGHCON,9,R149612,703215.000000000000000,735546.000000000000000,53.360032189999998,-6.449365941000000,Ritual site - holy well, ,'Sunday Well' (site of)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU017-017----,"Formerly located at the entrance into Hillsboro (Ó Danachair 1958, 82). Sunday well site now a gated entrance to a woodlined avenue west of a row of Victorian cottages. Not visible at ground level.   Compiled by: Geraldine Stout  Updated by: Christine B"
936,MA07472,HOWE,MA119-005----,MAYO,KILGLASSAN,20,R151645,529111.000000000000000,764895.000000000000000,53.629057682000003,-9.071732332000000,Ritual site - holy well,Toberglassan,'Toberglassan', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA119-005----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
937,DU00693,HOWE,DU014-082----,DUBLIN,SHRUBS,9, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU014-082----,"In the vicinity of the house named 'The Shrubs' was a well, formerly said to have been blessed (Ó Danachair, 1958, 233). The house no longer survives and the area is built on. Not visible at ground level.Compiled by: Geraldine StoutDate of upload: 26 Au"
938,DU00698,HOWE,DU014-087----,DUBLIN,CARDIFFSBRIDGE,9, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU014-087----,"There is an 18th century reference to 'St. Carthage's well' (Ó Danachair 1958, 89). The exact location of this monument is unknown.Compiled by: Geraldine StoutDate of upload: 26 August 2011"
939,DU00720,HOWE,DU015-009003-,DUBLIN,SAINTDOOLAGHS,9,R191589,721074.000000000000000,742162.000000000000000,53.415673185999999,-6.178666030000000,Ritual site - holy well, ,'St. Catherines Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU015-009003-,St. Catherine's Well borders the north wall of St. Doolaghs Well (DU015-009004-). Comprises an underground bath enclosed by a rectangular vaulted building. Entrance in the east through a pointed arched doorway. The interior is lit by a double-light windo
940,DU00721,HOWE,DU015-009004-,DUBLIN,SAINTDOOLAGHS,9,R191589,721072.000000000000000,742150.000000000000000,53.415565856999997,-6.178700707000000,Ritual site - holy well, ,'St. Doolagh's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU015-009004-,St Doolaghs well lies downslope and N of St. Doolagh's Church. It is a circular stone-lined well below ground level which is enclosed by an octagonal building with a cone-shaped roof similar to that at St. Sylvester's in Malahide Village (DU012-023001-).
941,DG03335,HOWE,DG096-010008-,DONEGAL,CILL CHARTHAIGH,7,R161160,561412.000000000000000,876261.000000000000000,54.633086421000002,-8.597663475999999,Ritual site - holy well,Not indicated,'Tobermurry', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG096-010008-,"Located to c. 40m NE of Kilcar church (DG096-010005-) and graveyard (DG096-010007-), and named ‘Tobermurry’ on the OS 6-inch map, this monument functioned as a holy well, although there is no well or spring per se. It consists of a bullaun (DG096-010"
942,DU00543,HOWE,DU013-009----,DUBLIN,TYRRELSTOWN,9,R149741,706926.000000000000000,741013.000000000000000,53.408406907000000,-6.391787886000000,Ritual site - holy well,'Lady's Well','Lady's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU013-009----,"Annotated 'Lady's Well' on the 1837 ed. OSi 6-inch map, Mulhuddart church ruins (DU013-010001-) and graveyard (DU013-010001-) 270m to NNE.  Dedicated to the Blessed Virgin Mary.   This vaulted well-house stands by the roadside which marks the townland bo"
943,DU00379,HOWE,DU011-018----,DUBLIN,MOORETOWN (Nethercross By.),9,R171453,716568.000000000000000,747425.000000000000000,53.463962694999999,-6.244466795000000,Ritual site - holy well,'St. Cronan's Well','St. Cronan's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU011-018----,St Cronan's Well is a natural spring well in a hollow marked by a tree SW of Glassmore Abbey (DU011-019----). No longer venerated. This was formerly a station well. There is a local tradition that the water cures some eyes and chicken pox (Ó Danachair 1
944,DU00292,HOWE,DU008-022----,DUBLIN,RUSH,9,R171716,726761.000000000000000,753711.000000000000000,53.518068517000003,-6.088510534000000,Ritual site - holy well,'Tobercalleen','Tober Caillín', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU008-022----,"This is a natural spring well in a hollow at the base of a cliff. No tradition of devotion. (Ó Danachair 1958, 74). Known as Tober Caillin it survives as a slight pooling of water on rocky foreshore.  Holy well described in 1975 as a; 'small stream flow"
945,DU00350,HOWE,DU011-002004-,DUBLIN,FIELDSTOWN,9,R171576,711612.000000000000000,750373.000000000000000,53.491517168000001,-6.318021705000000,Ritual site - holy well,Indicated,Outlined, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU011-002004-,"St Catherine's Well is located in the W face of a field bank in a hollow under trees, in the grounds of Fieldstown House. St Bride's church (DU011-002001-) and graveyard (DU011-002002-) lies 75m to W.  It is enclosed by a brick and stone arched structure"
946,DU00300,HOWE,DU008-029----,DUBLIN,BURROW (Nethercross By.),9,R171632,724723.000000000000000,751538.000000000000000,53.499038233999997,-6.120088332000000,Ritual site - holy well,"'St. Mochuda's Well, Nowling's Well'",'St. Mochuda's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU008-029----,St. Mochuda's Well also known locally as St. Cudget's Well stands on the Chapel Bank with site of R.C. Chapel (DU008-028----) also known locally as St Cudget's Church 130m to N.  This is a natural spring with a rough stone setting located in reeds just a
947,DU00429,HOWE,DU011-045----,DUBLIN,CROWSCASTLE,9,R171405,718421.000000000000000,745820.000000000000000,53.449132786000000,-6.217179161000000,Ritual site - holy well,'St. Werburgh's Well','St. Werburgh's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU011-045----,"Dedicated to St Werburgh, the natural spring well was overgrown, situated beside a stream which forms the townland boundary between Crowscastle and Barrysparks. There was a local tradition that its water cures sore eyes but by the 1950s was no longer ven"
948,DU00276,HOWE,DU008-010007-,DUBLIN,LUSK,9,R171731,721450.000000000000000,754206.000000000000000,53.523767900999999,-6.168359886000000,Ritual site - holy well,'St. Maccullin's Well','St. Maccullin's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU008-010007-,"Located in the garden to the rear of Barrack House. Traditionally associated with St Macullin of Lusk.  St. Macullin's Well was described in 1958 as; 'a pool c. 5' [1.5m] in diameter in the garden of a house in Lusk Village.  There are no devotions now,"
949,DU00473,HOWE,DU012-011----,DUBLIN,LISSENHALL LITTLE,9,R171505,719019.000000000000000,748890.000000000000000,53.476573948999999,-6.207019284000000,Ritual site - holy well,'Site of Sunday Well','Sunday Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU012-011----,"Annotated 'Site of Sunday Well' on the 1837 ed. OSi 6-inch map and as 'Sunday Well' on subsequent historical OSi maps. A natural spring well it was formerly a 'station well of great estimation' (Ó Danachair 1958, 81). Infilled during roadworks c. 1974 ("
950,DU00154,HOWE,DU005-036----,DUBLIN,BALCUNNIN,9,R171885,722840.000000000000000,758414.000000000000000,53.561240957000003,-6.145757163000000,Ritual site - holy well,'Lady Well','Lady Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU005-036----,"Located on the grounds of a farm house close to a stream. It is an enclosed spring well with a dry stone walled entrance passage (L. 6m). Venerated in living memory. Pattern day on May 1st. (Healy 1975, 18; Ó Danachair 1958, 73). Known locally as Lady W"
951,DG03439,HOWE,DG089-024----,DONEGAL,MÁLAINN BHIG,7,R161208,551622.000000000000000,879079.000000000000000,54.657560787999998,-8.749747014000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG089-024----,"In rough, heather covered grazing land, on the Sw facing slope of Leahan Mountain with good view of Rathlin O'Birne Island to the west. According to local information this stone lined circular well (diam. 0.6m) was dedicated to St. Assicus and was known"
952,DG03444,HOWE,DG081-012001-,DONEGAL,LEATHCHOILL,7,R161269,555893.000000000000000,885510.000000000000000,54.715730149000002,-8.684533514000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG081-012001-,Situated N of the public road in the garden of a cottage with second holy well (DG081-012002-) 39m to the SW with the bullaun stone (DG081-011-) at Kilgoly 900m to the SW. The S bank of the Murlin River is only 50m N of the well. Partially filled in circ
953,DG03445,HOWE,DG081-012002-,DONEGAL,LEATHCHOILL,7,R161269,555874.000000000000000,885472.000000000000000,54.715387083000003,-8.684822614000000,Ritual site - holy well,Not indicated,Indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG081-012002-,Situated S of the public road in a wet marshy field this well is outlined on the 1900 ed. of the OS 6-inch map. Nearby possible holy well (DG081-012001-) located 39m to the NE and bullaun stone (DG081-011-) 860m to the SW. Spring well which is covered by
954,DG03456,HOWE,DG090-004005-,DONEGAL,AN SEANBHAILE,7,R161198,555434.000000000000000,878193.000000000000000,54.649951872999999,-8.690539829000000,Ritual site - holy well, ,'Holy Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG090-004005-,"Hugh MacBrick's Church (DG090-004001-): Situated at the edge of a narrow ridge of Slieve League. Some 3m SW of the church are the collapsed remains of a beehive structure (DG090-004002-), partly built into the slope of the mountain; the entrance is on th"
955,DG03457,HOWE,DG090-004006-,DONEGAL,AN BAILE MÓR,7,R161198,555397.000000000000000,878220.000000000000000,54.650191180000000,-8.691117204999999,Ritual site - holy well, ,'Holy Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG090-004006-,"Hugh MacBrick's Church (DG090-004001-): Situated at the edge of a narrow ridge of Slieve League. Some 3m SW of the church are the collapsed remains of a beehive structure (DG090-004002-), partly built into the slope of the mountain; the entrance is on th"
956,DU00008,HOWE,DU001-003003-,DUBLIN,TOBERTOWN,9,R172178,716657.000000000000000,764478.000000000000000,53.617119684999999,-6.236771865000000,Ritual site - holy well,Not indicated,'St. Mary's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU001-003003-,"St Mary's holy well lies in S quadrant of Balscaddan graveyard (DU001-003002-), 20m SSW of medieval church ruins (DU001-003001-). Folklore collected in 1934 from Balscadden National School recorded the following beliefs about St Mary's Well; 'Situated in"
957,DU00012,HOWE,DU001-004----,DUBLIN,FLEMINGTOWN,9,R172169,718181.000000000000000,764328.000000000000000,53.615430893000003,-6.213806274000000,Ritual site - holy well,'Lady Well','Lady Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU001-004----,Natural spring well situated in an area of rock outcrop adjacent to farm buildings. Enclosed by a recently constructed ditch and bank which was built to keep farm animals out. Annotated 'Lady Well' on all editions of the OSi historic maps.  Described by
958,DU00065,HOWE,DU004-045003-,DUBLIN,NAUL,9,R172020,713401.000000000000000,761138.000000000000000,53.587832790999997,-6.287175105000000,Ritual site - holy well,'Lady Well','Lady Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU004-045003-,"A spring well at the bottom of a ravine SE of the River Delvin. Approached from an overgrown pathway. No longer venerated (Healy 1975, 16). The well is a chalybeate spring. Circa 2000, the owner capped the spring in a concrete structure (Skyvova 2005, 59"
959,DU00134,HOWE,DU005-024002-,DUBLIN,"GRANGE (Balrothery East By., Holmpatrick ED)",9,R171919,722468.000000000000000,759376.000000000000000,53.569968447000001,-6.150992269000000,Ritual site - holy well,'St. Movee's Well','St. Movee's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU005-024002-,"Access from footpath at gate lodge to Milverton Hall, located 115m NE of medieval church (DU005-024001-) and graveyard (DU005-024004-) associated with St Mobhi's monastery (DU005-024003-). Located within ecclesiastical enclosure which has been defined by"
960,DU00220,HOWE,DU007-013002-,DUBLIN,PALMERSTOWN (Balrothery West By.),9,R171674,709204.000000000000000,752482.000000000000000,53.510967303999998,-6.353559289000000,Ritual site - holy well,Not indicated,Indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU007-013002-,"Holy well known locally as St James' Well (Ó Danachair 1958, 75) stands in a field 45m S of Palmerstown church (DU007-013001-) and graveyard (DU007-013003-).  It is a dry circular pool about 3m in diameter and 1m in depth encircled by thorn bushes and a"
961,DU00226,HOWE,DU007-015003-,DUBLIN,GRACEDIEU,9,R183005,718145.000000000000000,752482.000000000000000,53.509035357999998,-6.218826944000000,Ritual site - holy well,'St Bridget's Well','St Bridget's Well (Site of)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU007-015003-,"Site of St Bridget's Well, located in a partially reclaimed paddock 50m N of a corn mill (DU007-015006-) and 150m E of Gracedieu Augustinian Nunnery (DU007-015001-). Lady Well (DU007-015004-) located 220m to SSW.  A stream rises E of the well site. No su"
962,DU00227,HOWE,DU007-015004-,DUBLIN,GRACEDIEU,9,R171676,717926.000000000000000,752425.000000000000000,53.508572497999999,-6.222148309000000,Ritual site - holy well,'Lady Well','Lady Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU007-015004-,Annotated 'Lady Well' on 1837 edition of the OSi 6-inch map. Located in low-lying field of tillage 70m S of Gracedieu Augustinian Nunnery (DU007-015001-). St. Bridget's Well (DU007-015003-) 220m to NNE.  No surface remains visible. Site of Lady Well desc
963,DU00468,HOWE,DU012-007----,DUBLIN,QUAY,9,R171554,725917.000000000000000,750097.000000000000000,53.485811193000004,-6.102680291000000,Ritual site - holy well,'Chink Well','Chink Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU012-007----,"Known as the Chink well, this natural spring well is located deep in a sea cave below the boundary wall of Portraine Demesne. Folklore collected from Swords School recorded that; 'Along the coast at Portrane there are many interesting caves, and inlets,"
964,DU00471,HOWE,DU012-009002-,DUBLIN,PORTRAINE DEMESNE,9,R171541,725574.000000000000000,749865.000000000000000,53.483809323000003,-6.107938281000000,Ritual site - holy well,'St Kenny's Well','St Kenny's Well (Site of)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU012-009002-,Annotated 'St. Kenny's Well' on the 1837 ed. OSi 6-inch map and as 'St Kenny's Well (Site of)' on the 1863 edition of the OSi 25-inch map. Site of chapel DU012-009001-) immediately to E.  No surface remains visible.  No tradition survives (Ó Danachair 1
965,DU00487,HOWE,DU012-022----,DUBLIN,COMMONS EAST,9,R171410,718911.000000000000000,746036.000000000000000,53.450962697999998,-6.209724576000000,Ritual site - holy well,Not indicated,'St. Werburgh's', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU012-022----,Named on Duncan's map (1821) as 'St. Werburgh's Well'. There is however another St Werburgh's well to the southwest (DU011-045----). This well has been built over. No visible remains.Compiled by: Geraldine StoutUpdated by: Christine BakerDate of upload:
966,DU00488,HOWE,DU012-023001-,DUBLIN,MALAHIDE,9,R171414,722537.000000000000000,746148.000000000000000,53.451138413000002,-6.155119990000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU012-023001-,"Traditionally called 'Sunday's Well' or 'St. Sylvester's Well'. Not indicated on the 1837 ed. OSi 6-inch map.  Annotated 'Well' on the 1863 ed. OSi 25-inch map.  D'Alton (1838, 186) recorded that; 'In the middle of the town is a well of clear and wholeso"
967,DU00513,HOWE,DU012-038----,DUBLIN,ROBSWALLS,9,R171375,724272.000000000000000,745085.000000000000000,53.441184462000002,-6.129433153000000,Ritual site - holy well,'Patrick's Well','Patrick's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU012-038----,"Annotated 'Patrick's Well' on the 1837 ed. OSi 6-inch map.  Located at a kink in a field boundary at a relatively high point within Robswalls Park. This natural spring well, known as St Patrick's well, has been incorporated into a field ditch which is ve"
968,DU00514,HOWE,DU012-039----,DUBLIN,CARRICKHILL,9,R171338,724728.000000000000000,744496.000000000000000,53.435786444999998,-6.122806643000000,Ritual site - holy well,'Tobermaclaney','Tobermaclaney', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU012-039----,"Annotated 'Tobermaclaney' on the 1837 ed. OSi 6-inch map where it is shown standing within a small square-shaped field 12m SW of Carrick martello tower (DU012-040----). No surface remains visible, now underneath road-siding along the beach (Ó Danachair"
969,DU00617,HOWE,DU014-023----,DUBLIN,TOBERBUNNY,9,R149776,717614.000000000000000,742550.000000000000000,53.419940644000000,-6.230542975000000,Ritual site - holy well,'Toberbunny','Toberbunny', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU014-023----,"This is an unenclosed pool close to Cuckoo Stream, behind Toberbunny Lodge, E of Dublin Airport. It has been incorporated into a golf course. It is said to have been a station well in former times (Ó Danachair 1958, 79). No longer venerated.Folklore col"
